ID,Name,Salary,Team,AGE,GP,W,L,MIN,PTS,FGM,FGA,FGPER,TPM,TPA,TPPER,FTM,FTA,FTPER,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,Position,Country,Draft Round,Draft Number,SGap
1,Stephen Curry,34682550,GSW,30,51,41,10,32,26.4,8.4,16.9,49.5,4.2,9.8,42.3,5.5,5.9,92.1,0.7,4.4,5.1,6.1,3,1.6,0.2,2.2,43.8,5,0,9.5,G,USA,1,7,1
2,LeBron James,33285709,CLE,33,76,46,30,37.1,27.6,10.6,19.4,54.7,1.8,4.9,36.1,4.6,6.3,73,1.2,7.4,8.6,9.1,4.2,1.5,0.9,1.7,54.5,47,16,0.6,F,USA,1,1,1
3,Paul Millsap,31269231,DEN,33,32,17,15,29.3,14.8,5.4,11.2,48.2,1.1,2.9,36.6,2.9,4.2,70.7,1.4,4.8,6.3,2.8,1.9,1.2,1.1,2.6,31.3,1,0,2.3,F,USA,2,47,1
4,Gordon Hayward,29727900,BOS,28,1,0,1,5.3,2,1,2,50,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.2,0,0,3,F,USA,1,9,1
5,Blake Griffin,29512900,DET,29,58,28,30,33.8,21.3,7.5,17,43.8,1.9,5.5,34.8,4.4,5.6,78.6,1.3,6.1,7.3,5.7,2.8,0.7,0.3,2.4,38.8,16,3,1.1,F,USA,1,1,1
6,Kyle Lowry,28703704,TOR,32,71,53,18,32.3,16.6,5.2,12.1,43.3,3.1,7.6,40.9,3,3.5,85.9,0.9,4.7,5.6,6.8,2.3,1.1,0.2,2.5,35.3,22,3,5,G,USA,1,24,1
7,Russell Westbrook,28530608,OKC,29,75,43,32,36.3,25.4,9.5,21.1,45,1.2,4.1,29.5,5.2,7.1,73.3,1.8,7.9,9.7,10.1,4.7,1.8,0.3,2.5,53.7,54,23,4.5,G,USA,1,4,1
8,Mike Conley,28530608,MEM,30,12,7,5,31.1,17.1,5.3,14,38.1,2,6.4,31.2,4.4,5.5,80.3,0,2.3,2.3,4.1,1.5,1,0.3,2,28.2,0,0,-1.4,G,USA,1,4,1
9,James Harden,28299399,HOU,28,67,56,11,35.5,30.7,9.1,20.4,44.7,3.7,10.3,36.4,8.7,10.2,85.9,0.6,4.9,5.4,8.8,4.3,1.8,0.7,2.4,53.6,29,4,7.8,G,USA,1,3,1
10,DeMar DeRozan,27739975,TOR,28,74,54,20,34.1,23.3,8.1,17.8,45.8,1.1,3.6,31.5,5.9,7.1,82.4,0.7,3.1,3.9,5.2,2.2,1.1,0.2,1.8,37.5,0,0,5.5,G,USA,1,9,1
11,Al Horford,27734405,BOS,31,67,46,21,31.6,12.8,5.1,10.4,49.1,1.4,3.2,43.5,1.1,1.5,75,1.4,6,7.4,4.9,1.9,0.6,1.1,1.9,32.1,14,0,5,F,Dominican Rep...,1,3,1
12,Carmelo Anthony,26243760,OKC,33,73,42,31,32.2,16.3,6.1,15.1,40.6,2.2,6,36.3,1.9,2.4,76.4,0.8,5,5.8,1.3,1.3,0.6,0.6,2.5,27.8,6,0,3.5,F,USA,1,3,1
13,Damian Lillard,26153057,POR,27,68,42,26,36.6,26.6,8.5,19.3,43.9,3.1,8.5,36.4,6.6,7.2,91.6,0.8,3.7,4.5,6.6,2.9,1,0.4,1.6,43.3,10,0,4.8,G,USA,1,6,1
14,Jrue Holiday,25686667,NOP,27,75,42,33,36.3,19.1,7.6,15.6,49.1,1.5,4.5,33.5,2.3,3,78.4,0.8,3.8,4.5,5.8,2.6,1.4,0.8,2.5,37.1,7,1,3.1,G,USA,1,17,1
15,Kevin Durant,25000000,GSW,29,61,45,16,34.4,26.3,9.3,17.9,51.9,2.6,6,42.9,5.1,5.8,88.7,0.5,6.2,6.7,5.4,3.1,0.7,1.9,2,47.1,11,2,5.6,F,USA,1,2,1
16,Otto Porter Jr.,24773250,WAS,24,71,40,31,31.8,14.6,5.7,11.6,49.6,1.7,4,43.3,1.4,1.7,82.9,1.3,5.1,6.4,2.1,1,1.6,0.5,2,30.8,12,0,4.2,F,USA,1,3,1
17,Chris Paul,24599495,HOU,32,54,47,7,31.9,18.6,6.3,13.7,45.7,2.5,6.4,38.3,3.7,4,91.7,0.7,4.9,5.6,8,2.3,1.7,0.3,2.4,41,14,1,8.9,G,USA,1,4,1
18,CJ McCollum,23962573,POR,26,75,46,29,36.1,21.7,8.3,18.5,45,2.4,5.9,40.9,2.6,3.1,83.7,0.6,3.3,3.9,3.2,1.8,0.9,0.4,2.1,33.5,1,0,1.8,G,USA,1,10,1
19,Bradley Beal,23775506,WAS,24,75,41,34,36.3,22.8,8.4,18.2,46.1,2.4,6.5,37.2,3.6,4.5,78.8,0.8,3.6,4.4,4.6,2.7,1.2,0.5,1.9,37.2,4,0,2.6,G,USA,1,3,1
20,Anthony Davis,23775506,NOP,25,69,40,29,36.4,28.1,10.4,19.5,53.6,0.8,2.2,33.8,6.5,7.7,83.5,2.5,8.6,11.1,2.3,2.1,1.5,2.5,2.1,54.6,45,1,2.8,F,USA,1,1,1
21,Andre Drummond,23775506,DET,24,73,34,39,33.4,15,5.9,11.3,52.6,0,0.1,0,3.1,5,61.2,5.1,10.9,16,3.1,2.6,1.5,1.7,3.2,45.7,57,0,-0.7,C,USA,1,9,1
22,Hassan Whiteside,23775506,MIA,28,48,27,21,25.7,14.1,5.8,10.6,54.7,0,0,100,2.5,3.5,69.4,3.2,8.5,11.7,1,1.8,0.8,1.7,2.4,35.2,26,0,-1.6,C,USA,2,33,1
23,Dwight Howard,23500000,CHA,32,75,33,42,30.6,16.7,6.3,11.3,55.5,0,0.1,14.3,4.1,7.2,57.5,3.2,9.2,12.3,1.3,2.6,0.6,1.6,3.2,37.5,47,0,1.2,C,USA,1,1,1
24,Chandler Parsons,23112004,MEM,29,36,12,24,19.2,7.9,3,6.5,46.2,1.4,3.4,42.1,0.5,0.8,63,0.4,2.1,2.5,1.9,1,0.5,0.3,1.5,15.2,0,0,-2.4,F,USA,2,38,1
25,Harrison Barnes,23112004,DAL,25,73,23,50,34.1,18.8,6.9,15.6,44.6,1.5,4.2,36,3.4,4.1,82.8,1,5.2,6.2,2,1.5,0.7,0.2,1.3,30.3,8,0,-4.5,F,USA,1,7,1
26,JJ Redick,23000000,PHI,33,64,39,25,30.3,16.6,5.5,12.3,45.2,2.7,6.5,40.9,2.8,3.1,90.5,0.1,2.4,2.6,3,1.5,0.5,0.1,1.8,24.4,0,0,4.6,G,USA,1,11,1
27,Marc Gasol,22642350,MEM,33,70,20,50,33.3,17.6,6,14.4,42,1.5,4.4,33.8,4,4.8,83.3,1.1,7.2,8.2,4.2,2.7,0.7,1.4,2.5,37.5,25,1,-3.8,C,Spain,2,48,1
28,Kevin Love,22642350,CLE,29,54,33,21,27.6,17.5,5.7,12.4,45.8,2.2,5.5,40,4,4.5,88.5,1.8,7.4,9.2,1.7,1.5,0.7,0.4,2.1,33,29,0,0.4,C,USA,1,5,1
29,Brook Lopez,22642350,LAL,29,67,32,35,23.6,13.3,5.1,10.9,47,1.5,4.4,34.7,1.5,2.2,68.3,1,2.9,4,1.8,1.4,0.4,1.4,2.7,24.9,4,0,-0.6,C,USA,1,10,1
30,DeAndre Jordan,22642350,LAC,29,71,38,33,31.9,12.3,4.9,7.6,64.8,0,0,0,2.5,4.1,60.2,4.3,11.1,15.4,1.5,1.8,0.5,1,2.7,35.7,44,0,-0.5,C,USA,2,35,1
31,Steven Adams,22471910,OKC,24,71,39,32,32.7,14,5.9,9.5,62.8,0,0,0,2.1,3.7,56.3,5.1,4,9.1,1.1,1.6,1.3,1.1,2.9,31.9,27,0,4.2,C,New Zealand,1,12,1
32,Giannis Antetokounmpo,22471910,MIL,23,71,38,33,37,27.3,10,18.8,53.5,0.6,1.8,32.1,6.6,8.8,75.9,2.1,7.9,10,4.8,2.9,1.5,1.5,3.1,52.2,38,1,2.6,F,Greece,1,15,1
33,Nicolas Batum,22434783,CHA,29,58,25,33,31.7,11.8,4.3,10.4,41.6,1.5,4.4,33.9,1.7,2,82.1,0.9,4,4.8,5.5,2,1.1,0.4,1.2,28.2,7,2,0.3,G,France,1,25,1
34,Rudy Gobert,21974719,UTA,25,50,32,18,32.7,13.9,5,8,62.4,0,0,0,3.8,5.5,69.7,3,7.8,10.8,1.3,1.8,0.8,2.3,2.8,36.2,28,0,5,C,France,1,27,1
35,LaMarcus Aldridge,21461010,SAS,32,69,42,27,33.3,23.1,9.1,17.9,50.8,0.4,1.3,31,4.6,5.5,83.3,3.3,5.1,8.3,2.1,1.5,0.5,1.2,2.2,39.7,25,0,3.7,F,USA,1,2,1
36,Victor Oladipo,21000000,IND,25,70,45,25,34.2,23.2,8.5,18.1,47.1,2.1,5.9,36.4,4.1,5,81,0.6,4.6,5.3,4.1,2.9,2.3,0.7,2.3,41.9,2,0,4.6,G,USA,1,2,1
37,Enes Kanter,20566802,NYK,25,71,27,44,25.8,14.1,5.9,10,59.2,0,0,0,2.2,2.6,84.8,3.8,7.1,11,1.5,1.7,0.5,0.5,2.6,30.9,39,0,-2.6,C,Turkey,1,3,1
38,Danilo Gallinari,20559599,LAC,29,20,11,9,32,15.7,5.1,12.4,40.9,1.8,5.4,33.3,3.8,4.1,92.7,0.4,4.4,4.8,2,1.3,0.6,0.4,1.5,26,0,0,0.9,F,Italy,1,6,1
39,Serge Ibaka,20061729,TOR,28,70,50,20,27.4,12.5,4.9,10.3,47.6,1.4,3.9,34.4,1.3,1.6,81.1,1,5.2,6.2,0.8,1.2,0.4,1.3,2.8,24.9,6,0,3.7,F,Democratic Re...,1,24,1
40,George Hill,20000000,CLE,31,65,27,38,27.4,10.1,3.6,7.8,46,1.3,3.1,41.6,1.7,2.1,78.3,0.6,2.1,2.7,2.8,1.3,0.9,0.4,2,20.1,0,0,-2.1,G,USA,1,26,1
41,Ryan Anderson,19578455,HOU,29,64,51,13,26.6,9.6,3.2,7.5,43.3,2,5.3,38.8,1.1,1.4,77.8,1.5,3.6,5.1,0.9,0.7,0.4,0.3,1.9,18.6,2,0,4,F,USA,1,21,1
42,Paul George,19508958,OKC,27,74,43,31,36.6,21.6,7.2,16.8,43.2,3,7.5,40,4.1,5,81.2,0.9,4.8,5.6,3.4,2.7,2.1,0.5,3,38.5,4,0,2.9,F,USA,1,10,1
43,Allen Crabbe,19332500,BKN,25,69,21,48,29.4,12.7,4.4,11,39.7,2.6,7,36.7,1.4,1.6,84.8,0.4,3.9,4.3,1.5,1.1,0.6,0.4,2.3,22.2,0,0,-1.3,G,USA,2,31,1
44,Jimmy Butler,19301070,MIN,28,56,34,22,37.1,22.2,7.4,15.8,47.3,1.2,3.5,35.6,6.1,7,86.5,1.3,4.1,5.4,5,1.8,1.9,0.4,1.3,41.4,3,0,6.1,G,USA,1,30,1
45,Jeff Teague,19000000,MIN,29,66,38,28,32.8,13.8,4.9,11.1,44.3,1.2,3.2,37.3,2.8,3.4,84.2,0.3,2.6,3,7,2.5,1.5,0.3,2.5,30.8,13,0,1.9,G,USA,1,19,1
46,Kawhi Leonard,18868625,SAS,26,9,5,4,23.3,16.2,5.8,12.3,46.8,1.2,3.9,31.4,3.4,4.2,81.6,0.7,4,4.7,2.3,1.8,2,1,1,32.5,0,0,1.9,F,USA,1,15,1
47,Kyrie Irving,18868625,BOS,26,60,41,19,32.2,24.4,8.9,18.1,49.1,2.8,6.8,40.8,3.9,4.4,88.9,0.6,3.2,3.8,5.1,2.3,1.1,0.3,2,38.4,1,0,4.3,G,Australia,1,1,1
48,John Wall,18063850,WAS,27,37,21,16,34.3,19.4,6.8,16.3,41.7,1.4,4,35.8,4.3,6,71.9,0.5,3,3.6,9.3,3.6,1.3,1.1,1.9,41.3,16,0,3.8,G,USA,1,1,1
49,DeMarcus Cousins,18063850,NOP,27,48,27,21,36.2,25.2,8.5,18,47,2.2,6.1,35.4,6.1,8.2,74.6,2.2,10.7,12.9,5.4,5,1.6,1.6,3.8,53.3,38,3,1.7,C,USA,1,5,1
50,Greg Monroe,17884176,BOS,27,44,18,26,20.2,9.9,4.2,7.5,55.8,0,0,0,1.6,2.2,71.9,2.2,4.6,6.8,2,1.8,0.8,0.4,1.8,22.9,8,0,-4.2,C,USA,1,7,1
51,Wesley Matthews,17884176,DAL,31,63,20,43,33.8,12.7,4.5,11.1,40.6,2.4,6.4,38.1,1.3,1.6,82.2,0.4,2.7,3.1,2.7,1.3,1.2,0.3,2.2,23.7,0,0,-5.2,G,USA,Undrafted,Undrafted,1
52,Klay Thompson,17826150,GSW,28,66,51,15,34.3,19.7,7.7,15.8,49,3.1,7,44.3,1.2,1.4,83.5,0.4,3.5,3.8,2.7,1.7,0.7,0.5,1.6,30.2,2,0,6.5,G,USA,1,11,1
53,Joakim Noah,17765000,NYK,33,7,1,6,5.7,1.7,0.7,1.4,50,0,0,0,0.3,0.6,50,0.9,1.1,2,0.6,0.6,0.3,0.3,0.7,6.1,0,0,0,C,USA,1,9,1
54,Kentavious Caldwell-Pope,17745894,LAL,25,67,29,38,33.7,13.6,4.7,10.9,42.6,2.2,5.7,38.7,2,2.6,77.6,0.9,4.6,5.5,2.2,1.3,1.5,0.2,2,27.2,4,0,0,G,USA,1,8,1
55,Luol Deng,17190000,LAL,32,1,0,1,13.1,2,1,2,50,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.5,0,0,-7,F,United Kingdo...,1,7,1
56,Evan Turner,17131148,POR,29,73,46,27,25.5,8.1,3.2,7.3,44,0.5,1.6,31.6,1.2,1.4,84.5,0.4,2.8,3.2,2.2,1.2,0.5,0.4,2,16.7,0,0,-0.8,F,USA,1,2,1
57,Goran Dragic,17000450,MIA,31,71,38,33,31.8,17.4,6.5,14.4,44.9,1.5,4.1,36.5,3,3.7,80.3,0.7,3.3,4,4.9,2.2,0.8,0.2,2.4,30.3,2,0,0.1,G,Slovenia,2,45,1
58,Evan Fournier,17000000,ORL,25,57,20,37,32.2,17.8,6.5,14.1,45.9,2.2,5.9,37.9,2.6,3,86.7,0.4,2.8,3.2,2.9,1.7,0.8,0.3,2.4,27.6,0,0,-2.1,G,France,1,20,1
59,Bismack Biyombo,17000000,ORL,25,75,22,53,18.4,5.5,2.1,4.1,51.6,0,0,0,1.3,1.9,65.7,1.7,4,5.7,0.8,1.1,0.2,1.2,1.9,16.7,6,0,-5.1,C,Democratic Re...,1,7,1
60,Kent Bazemore,16910113,ATL,28,65,19,46,27.5,12.9,4.4,10.4,42,1.7,4.2,39.4,2.5,3.1,79.6,0.4,3.4,3.8,3.5,2.4,1.5,0.7,2.3,27,0,0,-2.5,G,USA,Undrafted,Undrafted,1
61,Robert Covington,16698103,PHI,27,73,44,29,31.8,12.8,4.3,10.5,41.5,2.6,6.9,37.4,1.5,1.7,85,0.7,4.6,5.3,1.9,1.6,1.6,0.8,3,27.4,5,0,6.1,F,USA,Undrafted,Undrafted,1
62,Ian Mahinmi,16661641,WAS,31,72,40,32,14.9,4.9,1.9,3.3,57.2,0,0,0,1.2,1.7,71.7,1.8,2.3,4.1,0.7,1.3,0.5,0.5,3,12.7,1,0,-0.1,C,France,1,28,1
63,Tim Hardaway Jr.,16500000,NYK,26,54,18,36,33.1,17.5,6.3,15.1,41.9,2.3,7.2,31.4,2.6,3.2,82,0.6,3.3,3.9,2.7,1.6,1.1,0.2,2.1,28.4,2,0,-1.6,F,USA,1,24,1
64,Draymond Green,16400000,GSW,28,63,44,19,32.8,11.3,4.1,9.1,45.3,1.1,3.7,30.2,1.9,2.5,77.1,1.2,6.7,7.8,7.3,2.8,1.3,1.4,2.7,37,21,3,5.2,F,USA,2,35,1
65,Tristan Thompson,16400000,CLE,27,47,23,24,20.9,6,2.6,4.5,57.3,0,0,0,0.9,1.6,54.1,2.5,4.4,6.9,0.6,0.7,0.3,0.4,2.1,16.6,3,0,-2.2,C,Canada,1,4,1
66,Reggie Jackson,16000000,DET,27,38,23,15,26.5,14.3,5.4,12.5,43.5,1.2,3.9,31.8,2.2,2.6,83,0.7,2.1,2.8,5.1,2.3,0.6,0.1,2,24.9,0,0,-0.1,G,USA,1,24,1
67,Pau Gasol,16000000,SAS,37,71,42,29,24,10.4,3.9,8.4,45.9,0.6,1.6,36.6,2.1,2.8,75.8,1.7,6.5,8.2,3.1,1.5,0.3,1.1,1.5,27.6,15,1,1.1,C,Spain,1,3,1
68,Tobias Harris,16000000,LAC,25,74,38,36,33.4,18.6,7,15.2,46,2.4,5.7,41.5,2.2,2.7,82.3,0.8,4.6,5.4,2.3,1.2,0.9,0.4,2,31.2,3,0,-0.2,F,USA,1,19,1
69,Dwyane Wade,15550000,MIA,36,62,35,27,23,11.6,4.5,10.1,44.7,0.5,1.6,29.7,2.1,2.9,72.5,0.8,3,3.8,3.4,2.1,0.9,0.7,1.9,24,3,0,1.4,G,USA,1,5,1
70,Dennis Schroder,15500000,ATL,24,67,21,46,31,19.4,7.5,17.1,43.6,1.1,3.9,29,3.4,4,84.9,0.7,2.4,3.1,6.2,2.7,1.1,0.1,2.2,33.2,5,0,-4.1,G,Germany,1,17,1
71,Jonas Valanciunas,15460675,TOR,25,71,53,18,22.5,12.7,5,8.8,57,0.4,0.9,43.3,2.3,2.8,80.6,2.3,6.2,8.5,1.1,1.5,0.4,0.9,2.6,27,24,0,2.9,C,Lithuania,1,5,1
72,Tony Parker,15453126,SAS,35,49,29,20,19.9,8.1,3.4,7.4,46.8,0.2,0.7,26.5,1,1.5,69.4,0.1,1.7,1.8,3.8,1.3,0.6,0,0.9,16.5,0,0,0,G,France,1,28,1
73,Timofey Mozgov,15280000,BKN,31,28,10,18,12.1,4,1.6,3,52.9,0.1,0.6,22.2,0.7,0.9,76,1,2.1,3.1,0.3,1.1,0.2,0.4,1.3,8.8,0,0,-3.8,C,Russia,Undrafted,Undrafted,1
74,Andre Iguodala,14814815,GSW,34,63,46,17,25.4,6,2.3,5,46.5,0.5,1.8,29.2,0.9,1.4,63.2,0.8,3.1,3.9,3.3,1.1,0.9,0.6,1.5,18.9,0,0,4.3,F,USA,1,9,1
75,DeMarre Carroll,14800000,BKN,31,70,24,46,30,13.7,4.5,10.8,42,2,5.4,37.2,2.6,3.4,76.7,1.5,5.2,6.7,2,1.4,0.8,0.4,2.3,27.2,13,0,-0.8,F,USA,1,27,1
76,Thaddeus Young,14796348,IND,29,76,45,31,32.6,12,5.3,10.8,49,0.8,2.3,32.6,0.7,1.1,59.5,2.2,4.1,6.3,1.9,1.3,1.7,0.5,2.2,27.5,8,0,2.4,F,USA,1,12,1
77,Eric Bledsoe,14500000,MIL,28,68,37,31,31.3,17.6,6.3,13.5,46.6,1.7,4.9,33.9,3.4,4.3,78,0.7,3.1,3.8,4.9,3,2,0.6,2.5,34.4,1,0,1.2,G,USA,1,18,1
78,Ricky Rubio,14275000,UTA,27,71,39,32,29.9,12.8,4.4,10.8,40.6,1.2,3.5,33.3,2.9,3.3,85.7,0.5,4,4.5,5.4,2.8,1.6,0.1,2.7,28.8,11,0,1.9,G,Spain,1,5,1
79,Joe Ingles,14136364,UTA,30,76,43,33,31.6,11.6,4.1,8.9,46.3,2.6,5.8,44.3,0.8,1,82.7,0.3,4,4.3,4.6,2,1.1,0.2,2.2,25.5,3,0,2.5,F,Australia,Undrafted,Undrafted,1
80,Gorgui Dieng,14112360,MIN,28,74,42,32,17.1,5.9,2.4,4.9,47.5,0.2,0.7,27.8,1,1.3,77.6,1.3,3.2,4.5,0.9,0.8,0.6,0.5,1.9,15.2,2,0,-2.1,C,Senegal,1,21,1
81,Khris Middleton,14100000,MIL,26,76,41,35,36.6,20.3,7.3,15.5,47.1,1.9,5.1,36.6,3.8,4.3,87.8,0.5,4.7,5.2,4,2.3,1.4,0.3,3.3,35.2,5,1,1,F,USA,2,39,1
82,Mason Plumlee,14041096,DEN,28,68,35,33,20,7.2,3.1,5.1,59.6,0,0,0,1.1,2.5,45,1.8,3.7,5.6,2,1.4,0.7,1.1,2.4,20.9,3,0,-0.3,C,USA,1,22,1
83,Taj Gibson,14000000,MIN,32,77,44,33,33.5,12.3,5.2,9,58.3,0.1,0.5,20,1.8,2.3,76.7,2.3,4.7,7.1,1.2,1.1,0.8,0.7,2.6,26,16,0,3.1,F,USA,1,26,1
84,James Johnson,13954000,MIA,31,68,35,33,26.6,10.7,4.2,8.3,50.3,0.8,2.6,31.5,1.5,2.1,68.5,0.8,4.1,5,3.8,1.9,1,0.7,2.6,25.4,6,0,-0.3,F,USA,1,16,1
85,Robin Lopez,13788500,CHI,29,63,22,41,26.6,11.9,5.4,10.2,52.9,0.1,0.2,28.6,1.1,1.4,75.6,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,21.8,3,0,-3.4,C,USA,1,15,1
86,JR Smith,13760000,CLE,32,74,45,29,28.4,8.3,3,7.5,39.9,1.8,4.9,37.1,0.5,0.8,69.6,0.4,2.6,2.9,1.8,1,0.9,0.1,2.1,16.6,0,0,-1.6,G,USA,1,18,1
87,Marvin Williams,13168750,CHA,31,72,31,41,25.9,9.2,3.2,7.1,45.1,1.5,3.8,39.6,1.3,1.6,81.7,1,3.8,4.8,1.1,0.9,0.7,0.4,1.5,19.3,3,0,0.9,F,USA,1,2,1
88,Tyson Chandler,13000000,PHX,35,46,15,31,25,6.5,2.6,4.1,64.7,0,0,0,1.3,2,61.7,2.9,6.2,9.1,1.2,1.3,0.3,0.6,2.3,20.7,4,0,-5.3,C,USA,1,2,1
89,Michael Kidd-Gilchrist,13000000,CHA,24,68,32,36,25,9.2,3.8,7.6,50.2,0,0,0,1.5,2.3,67.1,1.2,3,4.2,1,0.7,0.7,0.5,2,18.4,2,0,0.9,F,USA,1,2,1
90,Eric Gordon,12943020,HOU,29,66,53,13,31.4,18.3,6.1,14.2,43.1,3.2,8.9,36.2,2.9,3.6,81.4,0.3,2.1,2.5,2.2,1.9,0.6,0.4,1.6,25.9,0,0,8.4,G,USA,1,7,1
91,Kenneth Faried,12921348,DEN,28,32,16,16,14.4,5.9,2.4,4.6,51.4,0,0,0,1.1,1.6,70.6,2.1,2.7,4.8,0.6,0.7,0.4,0.4,1.6,14.1,3,0,-1.3,F,USA,1,22,1
92,Marcin Gortat,12782609,WAS,34,75,41,34,25.4,8.5,3.6,6.9,51.9,0,0,0,1.4,2.1,66.7,2.2,5.5,7.7,1.9,1.2,0.5,0.7,2.1,23,15,0,1.3,C,Poland,2,57,1
93,Cody Zeller,12584270,CHA,25,33,14,19,19,7.1,2.6,4.7,54.5,0.1,0.1,66.7,1.8,2.6,71.8,2,3.3,5.4,0.9,1,0.4,0.6,2.5,17.1,1,0,0.7,C,USA,1,4,1
94,Miles Plumlee,12500000,ATL,29,49,16,33,16.7,4.4,2,3.4,58.2,0,0,0,0.5,1.1,44.2,1.4,2.7,4.1,0.8,1.2,0.3,0.6,1.4,12.1,1,0,-2.8,C,USA,1,26,1
95,Nikola Mirotic,12500000,NOP,27,49,29,20,26.6,14.8,5.2,12,43.4,2.3,6.3,37.1,2.1,2.6,80.2,1,5.9,7,1.5,1.2,0.8,0.7,1.9,28.6,9,0,1.1,F,Montenegro,1,23,1
96,Zach Randolph,12307692,SAC,36,59,18,41,25.6,14.5,6.1,12.9,47.3,0.9,2.5,34.7,1.4,1.8,78.5,1.6,5.1,6.7,2.2,2,0.7,0.2,2,26.5,8,0,-6,F,USA,1,19,1
97,Nikola Vucevic,12250000,ORL,27,52,15,37,30.1,17.1,7.3,15.1,48.3,1.2,3.8,32.3,1.3,1.6,81.2,1.8,7.3,9.2,3.3,2,1,1.1,2.6,37.1,26,1,-0.9,C,Montenegro,1,16,1
98,Solomon Hill,12236535,NOP,27,6,3,3,15.1,3.8,1.5,3.7,40.9,0.7,2,33.3,0.2,0.3,50,0.3,1.5,1.8,2.3,0.2,0.3,0,1.2,10.4,0,0,-4.8,F,USA,1,23,1
99,Wilson Chandler,12016854,DEN,30,69,37,32,31.4,10.1,3.8,8.6,44.6,1.2,3.3,35.8,1.2,1.6,77.3,1.4,3.9,5.3,2.2,1.3,0.6,0.5,2.1,21.9,4,0,0.2,F,USA,1,23,1
100,Jeremy Lin,12000000,BKN,29,1,0,1,25.2,18,5,12,41.7,1,2,50,7,7,100,0,0,0,4,3,0,0,3,21,0,0,-6,G,USA,Undrafted,Undrafted,1
101,Kemba Walker,12000000,CHA,27,74,34,40,34.8,23,7.6,17.7,43.3,3,7.7,39.2,4.7,5.5,86.1,0.4,2.8,3.2,5.7,2.2,1.2,0.3,1.3,37.7,3,0,2.8,G,USA,1,9,1
102,Derrick Favors,12000000,UTA,26,71,41,30,27.9,12.1,5.1,9,56.3,0.2,0.7,23.5,1.8,2.8,65.2,2.6,4.6,7.2,1.4,1.2,0.7,1,2.1,26.9,14,0,1.1,F,USA,1,3,1
103,Austin Rivers,11825000,LAC,25,56,29,27,33.7,15.3,5.7,13.3,42.9,2.3,5.9,38.3,1.6,2.5,63.8,0.4,2,2.5,3.8,1.7,1.2,0.3,2.5,26.7,0,0,-0.1,G,USA,1,10,1
104,Courtney Lee,11747890,NYK,32,72,26,46,30.6,11.9,4.4,9.9,44.8,1.5,3.7,39.8,1.6,1.7,91.9,0.4,2.5,2.9,2.4,1.2,1.1,0.2,1.4,21.8,1,0,-3,G,USA,1,22,1
105,Jordan Clarkson,11562500,CLE,25,75,36,39,23.7,14.2,5.5,12,45.4,1.4,4.1,35.3,1.9,2.4,79.3,0.7,2.1,2.8,2.8,1.6,0.7,0.1,1.3,22.5,1,0,-0.3,G,USA,2,46,1
106,John Henson,11422536,MIL,27,70,36,34,25.9,8.8,3.8,6.6,57,0,0.1,16.7,1.2,2.1,59.7,2,4.9,6.9,1.4,1.2,0.5,1.4,2.7,23.9,9,0,2.4,C,USA,1,14,1
107,Dion Waiters,11000000,MIA,26,30,16,14,30.6,14.3,5.4,13.7,39.8,1.7,5.7,30.6,1.7,2.3,73.9,0.3,2.3,2.6,3.8,2.3,0.8,0.3,2,23.9,0,0,-2.8,G,USA,1,4,1
108,Amir Johnson,11000000,PHI,30,67,40,27,15.1,4.3,1.8,3.3,53.9,0.1,0.4,29.6,0.7,1.1,58.4,1.6,2.6,4.3,1.4,0.8,0.6,0.6,2.6,14.5,1,0,-0.7,C,USA,2,56,1
109,Jamal Crawford,10942762,MIN,38,75,42,33,20.5,10.6,4,9.4,42.3,1.4,4,34,1.3,1.5,90,0.2,1,1.2,2.3,1.2,0.5,0.1,1.1,16.2,0,0,-2,G,USA,1,8,1
110,Alec Burks,10845506,UTA,26,61,34,27,16.8,7.8,2.7,6.5,40.9,0.7,2.2,32.1,1.8,2,86.3,0.3,2.7,3,1,0.9,0.6,0.1,1.2,14.3,0,0,-0.2,G,USA,1,12,1
111,Patty Mills,10714286,SAS,29,76,44,32,25.2,9.8,3.3,8.1,41.1,1.8,4.9,37.3,1.3,1.5,89.2,0.3,1.6,1.9,2.7,1.3,0.7,0.1,1.5,17.3,0,0,1.5,G,Australia,2,55,1
112,Kelly Olynyk,10607169,MIA,26,70,39,31,23.7,11.5,4.2,8.3,49.9,1.4,3.7,37.4,1.8,2.3,76.5,1.2,4.5,5.6,2.7,1.9,0.9,0.5,3,24.4,7,0,3.6,F,Canada,1,13,1
113,Omer Asik,10595505,CHI,31,14,7,7,8.6,1.3,0.5,1.1,43.8,0,0,0,0.3,0.9,33.3,0.5,2.1,2.6,0.1,0.4,0.1,0.1,1,5,0,0,-0.2,C,Turkey,2,36,1
114,Terrence Ross,10500000,ORL,27,22,9,13,26.2,9,3.3,8,40.7,1.3,3.9,32.9,1.2,1.6,74.3,0.5,2.7,3.2,1.6,1.1,1.2,0.4,2,19,0,0,-1,G,USA,1,8,1
